"catch-difficulty","catch-phrase","color-1","color-2","creature-type","critterpedia-filename","critterpedia-image","description","furniture-filename","furniture-image","hha-base-points","hha-category","icon-filename","icon-image","id","lighting-type","movement-speed","name","nh-apr","nh-aug","nh-dec","nh-feb","nh-jan","nh-jul","nh-jun","nh-mar","nh-may","nh-nov","nh-oct","nh-sep","sell","sh-apr","sh-aug","sh-dec","sh-feb","sh-jan","sh-jul","sh-jun","sh-mar","sh-may","sh-nov","sh-oct","sh-sep","shadow","size","spawn-rates","surface","total-catches-to-unlock","vision","weather","where-how"
NA,"I got a sea star! Maybe it'll give me an autograph!","None","None","Sea Creature","DiveFishHitode","https://acnhcdn.com/latest/BookDiveFishIcon/DiveFishHitodeCropped.png","The sea star may appear to have five feet...but those are, in fact, its arms. And though five-armed sea stars are the most common, there are species with 20 or even 40 arms out there! Ah, but the fascinating appendage fats do not end there, wot wot! You see upon each sea star's arm sprout many dozens of tiny feet. YES, FEET! They use these suction-cupped feet not just to move about...but to...eh... grab hold of dinner guests as well. Finally, it should be noted that when a sea star loses an arm, it can grow it back. More impressive yes, a served sea star arm...can sometimes grow an entire sea star body back!","FtrDiveFishHitode","https://acnhcdn.com/latest/FtrIcon/FtrDiveFishHitode.png",0,"Pet","Hitode","https://acnhcdn.com/latest/MenuIcon/Hitode.png","C5","Fluorescent","Very slow","sea star","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day",500,"All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","Small","1x1","4–10","No",0,NA,"Any weather","Sea"
NA,"I got a sea urchin! Wasn't even 'earchin for it.","None","None","Sea Creature","DiveFishUni","https://acnhcdn.com/latest/BookDiveFishIcon/DiveFishUniCropped.png","Ah, the sea urchin...the unabashed goth of the ocean floor! Indeed, with its mane of dark-hued spikes, it looks for all the world as if it might front a punk-rock band. Perhaps its more demure relatives—the sea cucumber and the sea star—disapprove of its outlandish look? It would certainly explain why sea stars gobble up sea urchins every chance they get! But worry not for our spiky friend. Its venomous spines are an effective deterrent to many a predator.","FtrDiveFishUni","https://acnhcdn.com/latest/FtrIcon/FtrDiveFishUni.png",0,"Pet","Uni","https://acnhcdn.com/latest/MenuIcon/Uni.png","C6","No lighting","Slow","sea urchin",NA,"All day",NA,NA,NA,"All day","All day",NA,"All day",NA,NA,"All day",1700,NA,NA,"All day","All day","All day",NA,NA,"All day",NA,"All day",NA,NA,"Small","1x1","2–7","No",0,NA,"Any weather","Sea"
NA,"I got some seaweed! I couldn't kelp myself.","None","None","Sea Creature","DiveFishWakame","https://acnhcdn.com/latest/BookDiveFishIcon/DiveFishWakameCropped.png","Let it be known that seaweed is a misnomer of the highest order! That is, it is not a noxious weed so much as it is a marine algae most beneficial to life on land and sea. Seaweed, you see, provides essential habitat and food for all manner of marine creatures. And it creates a great deal of the oxygen we land lovers love to breath too, hoo! And yet, I can't help but shudder when the slimy stuff touches my toes during a swim. Hoot! The horror!","FtrDiveFishWakame","https://acnhcdn.com/latest/FtrIcon/FtrDiveFishWakame.png",0,"Pet","Wakame","https://acnhcdn.com/latest/MenuIcon/Wakame.png","C1","No lighting","Stationary","seaweed","All day",NA,"All day","All day","All day","All day","All day","All day","All day","All day","All day",NA,600,"All day","All day","All day",NA,"All day","All day","All day",NA,"All day","All day","All day","All day","Large","1x1","3–14","No",0,NA,"Any weather","Sea"
NA,"I got a slate pencil urchin! Its handwriting is gorgeous.","None","None","Sea Creature","DiveFishPaipuuni","https://acnhcdn.com/latest/BookDiveFishIcon/DiveFishPaipuuniCropped.png","Slate Pencil Urchins are a type of sea urchin topped with thick, rounded spines that resemble sticks of chalk. These urchins' spines protect them not only from predators but from violent waves as well. Found in coral reefs, they're usually bright red, brown, or purple in color. For all those bright colors, one would think the slate pencil urchin to be deadly. But all those pretty colors, it seems, are just a pretty show.","FtrDiveFishPaipuuni","https://acnhcdn.com/latest/FtrIcon/FtrDiveFishPaipuuni.png",0,"Pet","Paipuuni","https://acnhcdn.com/latest/MenuIcon/Paipuuni.png","C7","Fluorescent","Medium","slate pencil urchin",NA,"4 PM – 9 AM",NA,NA,NA,"4 PM – 9 AM","4 PM – 9 AM",NA,"4 PM – 9 AM",NA,NA,"4 PM – 9 AM",2000,NA,NA,"4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM",NA,NA,"4 PM – 9 AM",NA,"4 PM – 9 AM",NA,NA,"Medium","1x1","3–4","Yes",20,NA,"Any weather","Sea"
NA,"I got a snow crab! It's giving me the cold shoulder.","None","None","Sea Creature","DiveFishZuwaigani","https://acnhcdn.com/latest/BookDiveFishIcon/DiveFishZuwaiganiCropped.png","The snow crab truly lives up to its name, wot wot. They are most often found in cold northern seas. Some have even been discovered living in the Arctic Ocean! Indeed, snow crab prefer to live in deep water that never gets more than three degrees above freezing. Hooooo. Just thinking about their icy environs is giving me the chills!","FtrDiveFishZuwaigani","https://acnhcdn.com/latest/FtrIcon/FtrDiveFishZuwaigani.png",0,"Pet","Zuwaigani","https://acnhcdn.com/latest/MenuIcon/Zuwaigani.png","C26","No lighting","Fast","snow crab","All day",NA,"All day","All day","All day",NA,NA,"All day",NA,"All day",NA,NA,6000,NA,"All day",NA,NA,NA,"All day","All day",NA,"All day",NA,"All day","All day","Large","1x1","1–3","No",40,NA,"Any weather","Sea"
NA,"I got a spider crab! Water bugs can rest easy.","None","None","Sea Creature","DiveFishTakaashigani","https://acnhcdn.com/latest/BookDiveFishIcon/DiveFishTakaashiganiCropped.png","Hoooot hooot, I do so hope to not hyperventilate as I regale you with the spider crab's qualities. But I would be remiss if I did not point out that this, the largest crab on earth... looks like a GIANT SPIDER! Arachnophobia aside... this crab is a magnificent creature to be sure. Though they can grow up to 12 feet from claw to claw and weigh up to 40 pounds, they're said to be docile. In fact, these gentle giants love to hide, attaching seaweed and sponges to their shell as camouflage. My feathers, if only I could unsee the SPIDER in the spider crab... I'm sure I'd find it charming as can be.","FtrDiveFishTakaashigani","https://acnhcdn.com/latest/FtrIcon/FtrDiveFishTakaashigani.png",0,"Pet","Takaashigani","https://acnhcdn.com/latest/MenuIcon/Takaashigani.png","C29","No lighting","Very fast","spider crab","All day",NA,NA,NA,NA,NA,NA,"All day",NA,NA,NA,NA,12000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"All day","All day","X-Large","2x2","1–2","No",80,NA,"Any weather","Sea"
NA,"I got a spiny lobster! It's got a lot of backbone!","None","None","Sea Creature","DiveFishIseebi","https://acnhcdn.com/latest/BookDiveFishIcon/DiveFishIseebiCropped.png","It is the spiny lobster's lengthy antennae that help set it apart from other lobsters. Those two antennae can grow twice as long as the lobster's own body! And what a clever crustacean it is, having found a way to use those antennae as a means of defense. When the spiny lobster senses danger, it rubs its antennae across its exoskeleton. The horrid screeching sound frightens predators away! If someone scratched nails across a chalkboard in your direction, I daresay you'd run too!","FtrDiveFishIseebi","https://acnhcdn.com/latest/FtrIcon/FtrDiveFishIseebi.png",0,"Pet","Iseebi","https://acnhcdn.com/latest/MenuIcon/Iseebi.png","C33","No lighting","Fast","spiny lobster",NA,NA,"9 PM – 4 AM",NA,NA,NA,NA,NA,NA,"9 PM – 4 AM","9 PM – 4 AM",NA,5000,"9 PM – 4 AM",NA,NA,NA,NA,NA,"9 PM – 4 AM",NA,"9 PM – 4 AM",NA,NA,NA,"Large","1x1","5","No",40,NA,"Any weather","Sea"
NA,"I got a spotted garden eel! Was it un-spotted before I saw it?","None","None","Sea Creature","DiveFishChinanago","https://acnhcdn.com/latest/BookDiveFishIcon/DiveFishChinanagoCropped.png","The spotted garden eel is a small eel-shaped fish that loves to burrow in the sandy ocean floor. These silly things are known for popping their heads out of the sand to nibble on plankton drifting by. Some say this makes them look like plants sprouting in a garden...hence the name spotted garden eel. But I think they look more like prairie dogs peeking out of desert hidey-holes. ""Prairie eels"" has a lovely ring, don't you think?","FtrDiveFishChinanago","https://acnhcdn.com/latest/FtrIcon/FtrDiveFishChinanago.png",0,"Pet","Chinanago","https://acnhcdn.com/latest/MenuIcon/Chinanago.png","C38","Fluorescent","Slow","spotted garden eel",NA,"4 AM – 9 PM",NA,NA,NA,"4 AM – 9 PM","4 AM – 9 PM",NA,"4 AM – 9 PM",NA,"4 AM – 9 PM","4 AM – 9 PM",1100,"4 AM – 9 PM",NA,"4 AM – 9 PM","4 AM – 9 PM","4 AM – 9 PM",NA,NA,"4 AM – 9 PM",NA,"4 AM – 9 PM",NA,NA,"Small","1x1","6–8","Yes",0,NA,"Any weather","Sea"
NA,"I got a sweet shrimp! It's being very considerate.","None","None","Sea Creature","DiveFishAmaebi","https://acnhcdn.com/latest/BookDiveFishIcon/DiveFishAmaebiCropped.png","The sweet shrimp spends the first few years of its life as a male. It then transitions into a female as it ages. Interestingly, it is hardly alone in this type of development cycle. Indeed, a great variety of marine creatures can change their biological sex as they age. Clown fish, some sea star, and sea bass are among them. Hoo hoo, the ocean is full of a great many wonders. Huzzah to that, I say!","FtrDiveFishAmaebi","https://acnhcdn.com/latest/FtrIcon/FtrDiveFishAmaebi.png",0,"Pet","Amaebi","https://acnhcdn.com/latest/MenuIcon/Amaebi.png","C31","Fluorescent","Slow","sweet shrimp",NA,NA,"4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM",NA,NA,NA,NA,"4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM",1400,"4 PM – 9 AM","4 PM – 9 AM",NA,NA,NA,"4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM",NA,NA,NA,"Small","1x1","3–12","No",0,NA,"Any weather","Sea"
NA,"I got a tiger prawn! I ain't lion!","None","None","Sea Creature","DiveFishKurumaebi","https://acnhcdn.com/latest/BookDiveFishIcon/DiveFishKurumaebiCropped.png","The tiger prawn is a hearty crustacean found in many places around the world. Named for the stripes on its exoskeleton, it molts out of this shell as it grows in size. If only I could acquire a larger home with such ease! But do you know what I find even more fascinating? The tiger prawn's legs! It has five pairs of swimming legs, five pairs of walking legs, and three pairs of limbs it eats with! How, might I ask, does it not trip over its own 26 feet?","FtrDiveFishKurumaebi","https://acnhcdn.com/latest/FtrIcon/FtrDiveFishKurumaebi.png",0,"Pet","Kurumaebi","https://acnhcdn.com/latest/MenuIcon/Kurumaebi.png","C30","Fluorescent","Medium","tiger prawn",NA,"4 PM – 9 AM",NA,NA,NA,"4 PM – 9 AM","4 PM – 9 AM",NA,NA,NA,NA,"4 PM – 9 AM",3000,NA,NA,"4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM",NA,NA,"4 PM – 9 AM",NA,NA,NA,NA,"Small","1x1","1–4","Yes",20,NA,"Any weather","Sea"
NA,"I got a turban shell! It's totally TURB...ular!","None","None","Sea Creature","DiveFishSazae","https://acnhcdn.com/latest/BookDiveFishIcon/DiveFishSazaeCropped.png","The turban shell is a sea snail with a rather nifty trick up its sleeve...er, shell. You see, this snail carries a hard, round, button-like ""operculum"" with it wherever it goes. What is an operculum, you ask? Why, it is a trapdoor of sorts! When danger approaches, the snail slips into its shell and pulls this trapdoor closed over the opening. Thus it is locked safe and sound inside. And bravo, I say! Bravo! When trouble comes knocking, just do what the turban shell_xffff_ does. Shut the door and turn out the lights!","FtrDiveFishSazae","https://acnhcdn.com/latest/FtrIcon/FtrDiveFishSazae.png",0,"Pet","Sazae","https://acnhcdn.com/latest/MenuIcon/Sazae.png","C16","No lighting","Slow","turban shell","All day",NA,"All day",NA,NA,NA,NA,"All day","All day","All day","All day","All day",1000,"All day",NA,NA,NA,NA,NA,"All day","All day","All day","All day","All day","All day","Small","1x1","2–10","No",0,NA,"Any weather","Sea"
NA,"I got an umbrella octopus! Too bad I'm already soaked.","None","None","Sea Creature","DiveFishMendako","https://acnhcdn.com/latest/BookDiveFishIcon/DiveFishMendakoCropped.png","My feathers, could there be a more adorable sea creature than the umbrella octopus? I daresay not! These deep-sea octopuses are on the smallish side and use the cutest ear-like fins to flutter about. Meanwhile, it's the web stretched between their tentacles that gives them their name. Hoo, it's true! With arms stretched wide, they look for all the world like an umbrella! Though surely the last thing the umbrella octopus wants...is to stay dry.","FtrDiveFishMendako","https://acnhcdn.com/latest/FtrIcon/FtrDiveFishMendako.png",0,"Pet","Mendako","https://acnhcdn.com/latest/MenuIcon/Mendako.png","C21","Fluorescent","Fast","umbrella octopus","All day",NA,NA,NA,NA,NA,NA,"All day","All day","All day","All day","All day",6000,"All day",NA,NA,NA,NA,NA,NA,"All day","All day","All day","All day","All day","Small","1x1","1–3","No",40,NA,"Any weather","Sea"
NA,"I got a vampire squid! A lot was at stake.","None","None","Sea Creature","DiveFishKoumoridako","https://acnhcdn.com/latest/BookDiveFishIcon/DiveFishKoumoridakoCropped.png","Beware the vampire squid, I say! This eight-armed deep-sea monster is out to drink your blood! Hoo hoo, ha ha! I only jest! Ahem! The Vampire Squid does, in fact, live deep in the ocean where almost no light pervades. But while it looks like it could nibble on your neck...it nibbles on the bits of dead plankton and algae instead. By all accounts, the vampire squid is a a gentle sort who squirts bioluminecesant goo at foes. Sp, how did it get the eerie official name ""Vampyroteuthis inernalis""? That means ""vampire squid from the heck,"" you see. The problem is that the squid's ""cloak."" Its arms are webbed with velvet-red skin and lined with toothy spikes. Plainly put, this genial squid looks for all the world like a vampire who went for a swim.","FtrDiveFishKoumoridako","https://acnhcdn.com/latest/FtrIcon/FtrDiveFishKoumoridako.png",0,"Pet","Koumoridako","https://acnhcdn.com/latest/MenuIcon/Koumoridako.png","C22","Fluorescent","Very fast","vampire squid",NA,"4 PM – 9 AM",NA,NA,NA,"4 PM – 9 AM","4 PM – 9 AM",NA,"4 PM – 9 AM",NA,NA,NA,10000,NA,NA,"4 PM – 9 AM","4 PM – 9 AM","4 PM – 9 AM",NA,NA,NA,NA,"4 PM – 9 AM",NA,NA,"Medium","1x1","1","No",80,NA,"Any weather","Sea"
NA,"I got a Venus' flower basket! Why was she picking flowers here?","None","None","Sea Creature","DiveFishKairoudouketsu","https://acnhcdn.com/latest/BookDiveFishIcon/DiveFishKairoudouketsuCropped.png","The Venus' flower basket looks like an otherworldly creature one would find on an alien planet. But it is instead a remarkable sea sponge found in the deepest parts of the ocean. Its body is composed of silica and looks like a sculpture or, perhaps, a vase made of glassy mesh. I daresay Venus' flower basket is one of nature's most impressive works of art.","FtrDiveFishKairoudouketsu","https://acnhcdn.com/latest/FtrIcon/FtrDiveFishKairoudouketsu.png",0,"Pet","Kairoudouketsu","https://acnhcdn.com/latest/MenuIcon/Kairoudouketsu.png","C40","Fluorescent","Fast","Venus' flower basket",NA,NA,"All day","All day","All day",NA,NA,NA,NA,"All day","All day",NA,5000,"All day","All day",NA,NA,NA,"All day","All day",NA,"All day",NA,NA,NA,"Medium","1x1","1–3","Yes",40,NA,"Any weather","Sea"
NA,"I got a whelk! Happy snails to ya.","None","None","Sea Creature","DiveFishBaigai","https://acnhcdn.com/latest/BookDiveFishIcon/DiveFishBaigaiCropped.png","Whelks are sea snails that migrate from deep water to shallow water when the weather changes. Avid carnivores, they feed on worms, crustaceans, and mollusks. In fact, these wily snails have been known to use their own shells to pry open the shells of their victims! They then use a rough tongue-like organ with thousands of tiny teeth to lick their victims' shells clean. Eh... you might want to put that image out of your mind when it's your turn to dine.","FtrDiveFishBaigai","https://acnhcdn.com/latest/FtrIcon/FtrDiveFishBaigai.png",0,"Pet","Baigai","https://acnhcdn.com/latest/MenuIcon/Baigai.png","C15","Fluorescent","Slow","whelk","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day",1000,"All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","All day","Small","1x1","1–8","Yes",0,NA,"Any weather","Sea"
